datetime,PC1,PC2
2017-01-01 01:00:00,-0.715435790625879,0.001098567089862352
2017-01-01 01:00:00,-0.7349664609344416,0.006415275504154174
2017-01-01 01:00:00,0.2990309353499448,-0.008142964139322788
2017-01-01 01:00:00,0.6740790331513465,-0.0013098351138889337
2017-01-01 01:00:00,-1.2343401911146585,0.008353959809789056
2017-01-01 01:00:00,0.3798164139312006,-0.012701063268760561
2017-01-01 01:00:00,0.8122354160758681,0.0031887287426371203
2017-01-01 01:00:00,-1.3329123019598619,0.009321612163971833
2017-01-01 01:00:00,-0.18595698358970253,0.0012152256848285503
2017-01-01 01:00:00,-0.7692021368659232,0.0013123360875309832
2017-01-01 01:00:00,-1.1637734524850998,0.0018308819859101859
2017-01-01 01:00:00,-0.2539399484640652,0.00014037194862728802
2017-01-01 01:00:00,1.7009863887310608,-0.6725975538292748
2017-01-01 01:00:00,2.00347552474064,0.7255272676610715
2017-01-01 01:00:00,0.7090461408560224,0.00018887074869594422
2017-01-01 01:00:00,1.6647856047112337,-0.11311197388386089
2017-01-01 01:00:00,-0.448001116775036,0.00044688161189429754
2017-01-01 01:00:00,-0.4767729548676083,-0.0004258338870493959
2017-01-01 01:00:00,0.6073062120478293,-0.00015309963237587
2017-01-01 01:00:00,-0.7965149902268612,0.003159697592292918
2017-01-01 01:00:00,-1.4803577524938214,0.013642517739098161
2017-01-01 01:00:00,2.1536499311513673,-0.0014317190673248474
2017-01-01 01:00:00,1.3517403275002273,6.39430052008627e-05
2017-01-01 01:00:00,2.233431171881024,-0.0014120259144722901
2017-01-01 01:00:00,-0.09196914630739511,0.0008523745236840783
2017-01-01 01:00:00,-1.0263563690226358,0.0006413178658960392
2017-01-01 01:00:00,0.7278640573675782,-0.0013161734880928237
2017-01-01 01:00:00,-0.33774645519460905,0.00046134366908360055
2017-01-01 01:00:00,-0.41813901856324787,-0.00044918102223168827
2017-01-01 01:00:00,-1.0959447816619547,0.0008554903409538458
2017-01-01 01:00:00,-1.5363386637991794,0.00265650028813032
2017-01-01 01:00:00,-1.505766340712392,0.002724126054191556
2017-01-01 01:00:00,-0.6192597171488502,0.0004261274159361574
2017-01-01 01:00:00,0.3595156723948756,-0.0007534351662251154
2017-01-01 01:00:00,-0.14232495711859497,-2.979855177133445e-05
2017-01-01 01:00:00,0.8978482339479773,-0.0008208226616634981
2017-01-01 01:00:00,1.1267435822489817,-0.0005167465267514043
2017-01-01 01:00:00,-0.7785207448457254,0.0007369316649715796
2017-01-01 01:00:00,-0.010535320450888692,-0.007246528349904089
2017-01-01 01:00:00,1.534030194231417,-0.002049112456990618
2017-01-01 01:00:00,-1.5160065863729468,0.0039153144276070665
2017-01-01 01:00:00,-0.06074294859295906,0.002749018342026628
2017-01-01 01:00:00,-0.33645072986194985,0.008211485831556104
2017-01-01 01:00:00,-0.782011577890028,0.0734589694386253
2017-01-01 01:00:00,0.9728741914628987,0.005197438828252623
2017-01-01 01:00:00,1.0898030406858616,-0.012462623652967417
2017-01-01 01:00:00,-0.12203230563943149,0.0038506037486767293
2017-01-01 01:00:00,0.14615084969720096,-0.0446920774972513
2017-01-01 01:00:00,-0.08475337394019104,0.00349713458552196
2017-01-01 01:00:00,1.205349967994733,-0.003618809927029119
2017-01-01 01:00:00,-0.12211724812514495,-0.0007938413770920701
2017-01-01 01:00:00,-0.371051113301245,-0.0012607339694576452
2017-01-01 01:00:00,-0.36341943645224517,0.00031997018661777265
2017-01-01 02:00:00,-0.715435790625879,0.001098567089862352
2017-01-01 02:00:00,-0.7349664609344416,0.006415275504154174
2017-01-01 02:00:00,0.2055446683349756,-0.008138412914286571
2017-01-01 02:00:00,0.5338496326288925,-0.001303008276334606
2017-01-01 02:00:00,-1.0785297460897096,0.008346374434728694
